activityCharityCreated,activityId,activityType,campaignGuid.nil,charity.description,charity.id,charity.logoAbsoluteUrl,charity.logoUrl,charity.name,charity.profilePageUrl,charity.registrationNumber,companyAppealId,consumerId,currencyCode,currencySymbol,domain,eventDate,eventId,eventName,expiryDate,fundraisingTarget,grandTotalRaisedExcludingGiftAid,owner,ownerGuid,ownerProfileImageUrls.KeyValueOfstringstring.Key,ownerProfileImageUrls.KeyValueOfstringstring.Value,ownerProfileImageUrls.KeyValueOfstringstring.Key.1,ownerProfileImageUrls.KeyValueOfstringstring.Value.1,pageGuid,pageId,pageShortName,pageSummaryWhat.nil,pageSummaryWhy.nil,rememberedPersonSummary.nil,showEventDate,showExpiryDate,smsCode.nil,status,story,teams.team.teamGuid,teams.team.teamShortName,title,totalEstimatedGiftAid,totalRaisedOffline,totalRaisedOnline,totalRaisedPercentageOfFundraisingTarget,totalRaisedSms,attribution,pageSummary,pageSummaryWhat,pageSummaryWhy,rememberedPersonSummary.id,rememberedPersonSummary.name,rememberedPersonSummary.next.rel,rememberedPersonSummary.next.uri,teams.team.teamShortName.nil,campaignGuid,teams.team.teamGuid.nil,teams.team.teamGuid.nil.1,teams.team.teamShortName.1,Subtext,Link,LinkPath,CountryCode,Highlight,Name,Logo,Type,Score,OwnerFullName,CreatedDate,CharityId,EventId,EventDate,TargetAmount,FundraiserRevenueStreamId,FundraiserPageGuid,ProfileWhat,ProfileWhy,charity_name,searched_charity_id,regno,justgiving_id,cause_area,eaf,give_well_top_2017,give_well_standout_2017,life_you_can_save,ace,givewell_other,ad_hoc_david,date_downloaded
false,6543886,NA,true,"Malaria No More UK mobilises governments, influencers, businesses and the public to end deaths from malaria and wipe out the disease for good. Our mission is to catalyse and inspire the global partnerships, leadership and financing to make malaria no more in a generation.",186165,https://images.justgiving.com/image/c447acd7-6ebd-473c-88a3-ba67617af818.png,https://images.justgiving.com/image/c447acd7-6ebd-473c-88a3-ba67617af818.png,MALARIA NO MORE UK,http://www.justgiving.com/malarianomore,1126222,0,75411652,GBP,£,www.justgiving.com,2021-02-25T00:00:00,6543886,pelicula-en-espanol-tom-y-jerry,2026-02-24T00:00:00,0,0,Karaca Huhi,8749033d-d52e-4fbb-a731-d32a11d18989,OriginalSize,NA,Size150x150Face,NA,8fac86c1-0d8e-4ede-9126-ec55a9647f05,13827651,Karaca-Huhi,true,true,true,True,False,true,Active,"Every two minutes a child under 5 dies from malaria and yet, it is preventable and treatable. Since 2000 we’ve cut world malaria deaths by 60%, but that progress is in jeopardy and we need to step up efforts. By making a donation, you’ll be helping to protect children and their families from malaria, save lives and create a world where no child suffers needlessly. That means more kids in school, more people in work, less pressure on health services. A future with less poverty and more economic growth.",NA,NA,Karaca's pelicula-en-espanol-tom-y-jerry,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pelicula-en-espanol-tom-y-jerry,https://www.justgiving.com/Karaca-Huhi,/Karaca-Huhi,Indonesia,,Karaca's pelicula-en-espanol-tom-y-jerry,//images.justgiving.com/image/c70d03fc-4903-461b-bfd7-41c525a091b5.png?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,36.60959,Karaca Huhi,2021-02-24T16:25:45,186165,6543886,2021-02-25T00:00:00,0,1406754,8fac86c1-0d8e-4ede-9126-ec55a9647f05,NA,NA,Malaria No More,186165,1126222,186165,Global poverty,NA,NA,NA,NA,NA,NA,1,2021-02-25T07:04:45Z
false,6543889,NA,true,"Malaria No More UK mobilises governments, influencers, businesses and the public to end deaths from malaria and wipe out the disease for good. Our mission is to catalyse and inspire the global partnerships, leadership and financing to make malaria no more in a generation.",186165,https://images.justgiving.com/image/c447acd7-6ebd-473c-88a3-ba67617af818.png,https://images.justgiving.com/image/c447acd7-6ebd-473c-88a3-ba67617af818.png,MALARIA NO MORE UK,http://www.justgiving.com/malarianomore,1126222,0,75411652,GBP,£,www.justgiving.com,2021-02-25T00:00:00,6543889,mega-repelis-esp,2026-02-24T00:00:00,0,0,Karaca Huhi,8749033d-d52e-4fbb-a731-d32a11d18989,OriginalSize,NA,Size150x150Face,NA,0f2b42e2-6900-4db9-86b7-3bc53e98f6d6,13827654,mega-repelis-esp,true,true,true,True,False,true,Active,"<p>Thanks for taking the time to visit my JustGiving page.</p><p>Donating through JustGiving is simple, fast and totally secure. Your details are safe with JustGiving - they'll never sell them on or send unwanted emails. Once you donate, they'll send your money directly to the charity. So it's the most efficient way to donate - saving time and cutting costs for the charity.</p>",NA,NA,Karaca's mega-repelis-esp,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mega-repelis-esp,https://www.justgiving.com/mega-repelis-esp,/mega-repelis-esp,Indonesia,,Karaca's mega-repelis-esp,//images.justgiving.com/image/d8929968-fb92-4ac0-9b6c-eb8af10da551.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,36.60959,Karaca Huhi,2021-02-24T16:35:44,186165,6543889,2021-02-25T00:00:00,0,1406754,0f2b42e2-6900-4db9-86b7-3bc53e98f6d6,NA,NA,Malaria No More,186165,1126222,186165,Global poverty,NA,NA,NA,NA,NA,NA,1,2021-02-25T07:04:45Z
false,6542457,PersonalRunning_Marathons,true,"Malaria No More UK mobilises governments, influencers, businesses and the public to end deaths from malaria and wipe out the disease for good. Our mission is to catalyse and inspire the global partnerships, leadership and financing to make malaria no more in a generation.",186165,https://images.justgiving.com/image/c447acd7-6ebd-473c-88a3-ba67617af818.png,https://images.justgiving.com/image/c447acd7-6ebd-473c-88a3-ba67617af818.png,MALARIA NO MORE UK,http://www.justgiving.com/malarianomore,1126222,0,75410215,GBP,£,www.justgiving.com,2021-02-24T00:00:00,6542457,Who should not use Magnum XT?,2021-08-24T00:00:00,0,0,Magnum  XT,acf4357c-84b3-42c1-9ee8-5cb087c72f23,OriginalSize,NA,Size150x150Face,NA,2d9067ee-7a1f-4259-9cf0-f7232984b524,13824915,Who-should-not-use-Magnum-XT,true,true,true,True,False,true,Active,"<p><br/></p><p><br/></p><p><br/></p><p><br/></p><p><title></title></p><p><br/></p><p><br/></p><p><br/></p><p><br/></p><p><br/></p><p>Well, although <font color=""#000080""><span lang=""zxx""><u><a href=""https://apnews.com/press-release/newmediawire/ceb0476c868ecb2836afb52dd3f000ed""><b>Magnum<br/>XT</b></a></u></span></font><b> </b>is an all-natural formula yet<br/>really, it is bad for everybody. All the guys are not intended to<br/>utilize it but there are some precautions hereof. Your age matters a<br/>lot if you are going to make a decision whether it appropriates for<br/>you or otherwise and also if you are more than Thirty Years old then<br/>you can begin using it. Additionally, if you have any sort of injury<br/>to your muscles or to your bones after that do not use it without the<br/>prescription of the medical professional. This item can do a great<br/>deal for you yet just and only if you adhere to the appropriate<br/>directions connecting to its use. If you are very old then you should<br/>not use it due to the fact that you will simply squander your time.<br/>It is not most likely to work for those men who are more than 80<br/>years old.Click here<br/><font color=""#000080""><span lang=""zxx""><u><a href=""https://apnews.com/press-release/newmediawire/ceb0476c868ecb2836afb52dd3f000ed""><b>https://apnews.com/press-release/newmediawire/ceb0476c868ecb2836afb52dd3f000ed</b></a></u></span></font></p><p><br/></p><p><br/><br/></p><p><br/></p><p><font color=""#000080""><span lang=""zxx""><u><a href=""https://kit.co/magnumreview""><b>https://kit.co/magnumreview</b></a></u></span></font></p><p><br/></p><p><br/><br/></p><p><br/></p><p><font color=""#000080""><span lang=""zxx""><u><a href=""https://www.bonfire.com/store/magnum-xt-where-to-purchase/""><font color=""#263238""><font face=""Roboto, Arial""><font size=""2""><span><b>https://www.bonfire.com/store/magnum-xt-where-to-purchase/</b></span></font></font></font></a></u></span></font></p><p><br/></p><p><br/></p>",NA,NA,Who should not use Magnum XT?,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Who should not use Magnum XT?,https://www.justgiving.com/Who-should-not-use-Magnum-XT,/Who-should-not-use-Magnum-XT,United States Minor Outlying Islands,,Who should not use Magnum XT?,//images.justgiving.com/image/b42a8123-778e-4f5d-9db9-da70643b47c2.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,36.60959,Magnum  XT,2021-02-24T06:04:55,186165,6542457,2021-02-24T00:00:00,0,1406754,2d9067ee-7a1f-4259-9cf0-f7232984b524,NA,NA,Malaria No More,186165,1126222,186165,Global poverty,NA,NA,NA,NA,NA,NA,1,2021-02-25T07:04:45Z
false,6543633,PersonalRunning_Marathons,true,"Malaria No More UK mobilises governments, influencers, businesses and the public to end deaths from malaria and wipe out the disease for good. Our mission is to catalyse and inspire the global partnerships, leadership and financing to make malaria no more in a generation.",186165,https://images.justgiving.com/image/c447acd7-6ebd-473c-88a3-ba67617af818.png,https://images.justgiving.com/image/c447acd7-6ebd-473c-88a3-ba67617af818.png,MALARIA NO MORE UK,http://www.justgiving.com/malarianomore,1126222,0,75412230,GBP,£,www.justgiving.com,2021-02-25T00:00:00,6543633,Eternal Skin Anti Aging Review & Price : Scam or Legit ? - Eternal Skin Cream buy,2021-08-25T00:00:00,0,0,Eternal skin cream,ddc148bf-f8ed-4dd6-bdcc-0b86a50be6f8,OriginalSize,NA,Size150x150Face,NA,b51e2174-3628-4ae5-955a-20cecf24509a,13828244,Eternal-skin-cream,true,true,true,True,False,true,Active,"<p></p><p>In the event that you are focusing in purchasing <b><a href=""https://sites.google.com/view/eternalskin-anti-aging-cream/home"">Eternal<br/>Skin Anti-Aging Cream</a></b>, you can make the brand through the site which isperhaps the simplest strategy to get the item at your doorsteps. On the off chance that you were as yet stressed over the nature of the item, you could peruse the Eternal Skin CreamLinks to an external site. audit on an alternate site. These audits ensure that this cream is anything but difficult to utilize and have no result. Click here <a href=""https://sites.google.com/view/eternalskin-anti-aging-cream/home"">https://sites.google.com/view/eternalskin-anti-aging-cream/home</a></p><p><span>                                                                                                                                                                                                                                                    </span><span>     </span><span>                                                                                                                                                                                                                                                    </span></p><p><a href=""https://sites.google.com/view/eternalskin-anti-aging-cream/eternal-skin-cream-buy"">https://sites.google.com/view/eternalskin-anti-aging-cream/eternal-skin-cream-buy</a><span>                                                                            </span></p><p><span>         </span></p><p>There is by all accounts a great deal of recompense when you<br/>Eternal Skin Cream adds to your everyday plan. <b><a href=""https://sites.google.com/view/eternalskin-anti-aging-cream/home"">Eternal<br/>Skin Anti-Aging Cream</a> </b>to an external site. Here are the principle<br/>points of interest of Eternal Cream recipe, so you know about what will<br/>occur:<span>  </span>Maturing is difficult to manage,<br/>especially on the off chance that you be slanted to utilize many items and find<br/>that many individuals are not proper for your necessities to function<br/>admirably. Rather than choosing a strategy, for example, infusion or medical<br/>procedure, you may want to attempt simply a recipe like Eternal Skin Cream.<br/>With the correct item, you can enjoy the interminable, brilliant skin that you<br/>will keep going for quite a long time or shockingly better and you won't need<br/>managing the expense or cost of activity or infusion. In this strategy, the<br/>Eternal audit acquaints you with Eternal Skin Cream. Endless enemy of maturing<br/>skin cream must be actually what you require to re-establish your skin is his<br/>young and glossy. Click here <a href=""https://sites.google.com/view/eternalskin-anti-aging-cream/home"">https://sites.google.com/view/eternalskin-anti-aging-cream/home</a></p><p><span>                                                                                                                                                                                  </span><span>             </span><span>            </span><span>                                  </span></p><p></p>",NA,NA,Eternal skin's Eternal Skin Anti Aging Review & Price : Scam or Legit ? - Eternal Skin Cream buy,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eternal Skin Anti Aging Review & Price : Scam or Legit ? - Eternal Skin Cream buy,https://www.justgiving.com/Eternal-skin-cream,/Eternal-skin-cream,India,,Eternal skin's Eternal Skin Anti Aging Review & Price : Scam or Legit ? - Eternal Skin Cream buy,//images.justgiving.com/image/4506f2e2-9983-4557-a523-b22713511abb.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,36.60959,Eternal skin cream,2021-02-24T20:27:41,186165,6543633,2021-02-25T00:00:00,0,1406754,b51e2174-3628-4ae5-955a-20cecf24509a,NA,NA,Malaria No More,186165,1126222,186165,Global poverty,NA,NA,NA,NA,NA,NA,1,2021-02-25T07:04:45Z
false,6542022,Wedding,true,"Malaria No More UK mobilises governments, influencers, businesses and the public to end deaths from malaria and wipe out the disease for good. Our mission is to catalyse and inspire the global partnerships, leadership and financing to make malaria no more in a generation.",186165,https://images.justgiving.com/image/c447acd7-6ebd-473c-88a3-ba67617af818.png,https://images.justgiving.com/image/c447acd7-6ebd-473c-88a3-ba67617af818.png,MALARIA NO MORE UK,http://www.justgiving.com/malarianomore,1126222,0,70553537,GBP,£,www.justgiving.com,2021-02-25T00:00:00,6542022,partner & partner 2's Wedding,2026-02-24T00:00:00,0,0,Luis Pereira,da85cff3-2957-4a89-9d5e-f8e8c210a2b2,OriginalSize,https://images.justgiving.com/image/712a99ba-e01d-4d5a-a6f7-15b1c930de8c.jpg,Size150x150Face,https://images.justgiving.com/image/712a99ba-e01d-4d5a-a6f7-15b1c930de8c.jpg?template=size150x150face,f5139265-7fad-487a-a113-661b46408a92,13825140,Luis-Pereira84,true,true,true,True,False,true,Active,"<p>Thanks for taking the time to visit my JustGiving page.</p><p>Donating through JustGiving is simple, fast and totally secure. Your details are safe with JustGiving - they'll never sell them on or send unwanted emails. Once you donate, they'll send your money directly to the charity. So it's the most efficient way to donate - saving time and cutting costs for the charity.</p>",NA,NA,partner & partner 2's Wedding,0,0,0,0,0,partner and partner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner & partner 2's Wedding,https://www.justgiving.com/Luis-Pereira84,/Luis-Pereira84,United Kingdom,,partner & partner 2's Wedding,//images.justgiving.com/image/bunting_web.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true&sourcepath=Stock,Fundraiser,36.60959,Luis Pereira,2021-02-24T10:08:09,186165,6542022,2021-02-25T00:00:00,0,1406754,f5139265-7fad-487a-a113-661b46408a92,NA,NA,Malaria No More,186165,1126222,186165,Global poverty,NA,NA,NA,NA,NA,NA,1,2021-02-25T07:04:45Z
true,6420578,Walks,NA,"WaterAid is an international not-for-profit, determined to make clean water, decent toilets and good hygiene normal for everyone, everywhere within a generation. Only by tackling these three essentials in ways that last can people change their lives for good.",54697,https://images.justgiving.com/image/6d292797-812b-412a-bb93-ff29545607c5.png,https://images.justgiving.com/image/6d292797-812b-412a-bb93-ff29545607c5.png,WaterAid,http://www.justgiving.com/wateraid,288701 (England and Wales) and SC039479 (Scotland),0,75411595,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6420578,Walk for Water 2021,2021-06-30T00:00:00,150,5,Manon Jones,fd1d54ec-da41-4f65-9ec4-9a1ce5ffe9f2,OriginalSize,NA,Size150x150Face,NA,cbbd9500-aee2-400a-b4a7-4e9dfe487526,13827347,her-wateraid,NA,NA,true,True,False,true,Active,"<p>I'm walking for water so others don't have to. I'm walking for the millions of women and children who walk distances every day to get the water they need for themselves and their families to survive. I'm walking to raise funds so we can make clean water normal for everyone, everywhere. Clean water is a human right that everyone, everywhere should enjoy. But around the world 1 in 10 people have no choice but to drink dirty water, often from remote sources, risking their health, their safety and their chances in life. With clean water, people have an equal chance to be healthy, educated and financially secure. Communities can thrive.</p>",NA,NA,Her WaterAid,0,0,5,3,0,NA,124 because I'm aiming to walk,124,I'm aiming to walk,NA,NA,NA,NA,NA,bd092236-03f5-4cbf-8ca1-f8486114a1ef,NA,NA,NA,Walk for Water 2021,https://www.justgiving.com/her-wateraid,/her-wateraid,United Kingdom,...Her <strong>WaterAid</strong>...,Her WaterAid,//images.justgiving.com/image/2066675f-65a8-4b01-86e4-588490f41fb2.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,47.748573,Manon Jones,2021-02-24T16:08:08,54697,6420578,2021-03-01T00:00:00,150,56780,cbbd9500-aee2-400a-b4a7-4e9dfe487526,124,I'm aiming to walk,WaterAid,54697,288701,54697,Global poverty,NA,NA,NA,NA,NA,NA,1,2021-02-25T07:04:45Z
false,6543802,OtherPersonalChallenge,NA,"WaterAid is an international not-for-profit, determined to make clean water, decent toilets and good hygiene normal for everyone, everywhere within a generation. Only by tackling these three essentials in ways that last can people change their lives for good.",54697,https://images.justgiving.com/image/6d292797-812b-412a-bb93-ff29545607c5.png,https://images.justgiving.com/image/6d292797-812b-412a-bb93-ff29545607c5.png,WaterAid,http://www.justgiving.com/wateraid,288701 (England and Wales) and SC039479 (Scotland),0,57255631,GBP,£,www.justgiving.com,2021-02-24T00:00:00,6543802,"Access' Manchester to Madagascar - 5,777 miles for WaterAid! ",2026-02-24T00:00:00,0,10,Abagail Griffiths,23d93bf1-e3ea-4d2c-bf6f-80ddba7b14a5,OriginalSize,https://images.justgiving.com/image/7010d112-77f6-4229-ac0b-b33fb3d9ab4f.jpg,Size150x150Face,https://images.justgiving.com/image/7010d112-77f6-4229-ac0b-b33fb3d9ab4f.jpg?template=size150x150face,8a5ea940-0bf8-4c1e-9bac-54f3a468839d,13827780,Abagail-Griffiths,true,true,true,True,False,true,Active,"From Manchester to Madagascar 

From 15th February, well be walking, running, cycling, rowing and swimming to travel the 5,777 miles between Manchester to Madagascar, all in aid of highlighting WaterAid's work in Antenanarivo, Madagascar.

5,777 miles might take us a while to complete, so we are going to compete in two teams and start at each end - one team in Manchester and one team in Madagascar - and the objective is to meet in the middle by Easter, and see who gets there first!

Well be walking, running, cycling, rowing or even swimming (when allowed!) to help contribute individually and virtually to the 5,777 miles we need to complete together. 

The objective is to improve all our wellbeing, get us all out more in the fresh air and away from our computers, and to raise £5,777 for a truly magnificent cause!
",NA,NA,"Access agency's Manchester to Madagascar - 5,777 miles for WaterAid!",2.50,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6b039be9-a40f-4b86-a2c0-d69f6ab550e3,NA,NA,NA,"Access' Manchester to Madagascar - 5,777 miles for WaterAid! ",https://www.justgiving.com/Abagail-Griffiths,/Abagail-Griffiths,United Kingdom,"...agency's Manchester to Madagascar - 5,777 miles for <strong>WaterAid</strong>...","Access agency's Manchester to Madagascar - 5,777 miles for WaterAid!",//images.justgiving.com/image/bc66ed05-e8f8-4a33-89b4-51d5facdeded.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,33.15173,Abagail Griffiths,2021-02-24T17:29:24,54697,6543802,2021-02-24T17:29:24,0,56780,8a5ea940-0bf8-4c1e-9bac-54f3a468839d,NA,NA,WaterAid,54697,288701,54697,Global poverty,NA,NA,NA,NA,NA,NA,1,2021-02-25T07:04:45Z
true,6420578,Walks,NA,"WaterAid is an international not-for-profit, determined to make clean water, decent toilets and good hygiene normal for everyone, everywhere within a generation. Only by tackling these three essentials in ways that last can people change their lives for good.",54697,https://images.justgiving.com/image/6d292797-812b-412a-bb93-ff29545607c5.png,https://images.justgiving.com/image/6d292797-812b-412a-bb93-ff29545607c5.png,WaterAid,http://www.justgiving.com/wateraid,288701 (England and Wales) and SC039479 (Scotland),0,75412747,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6420578,Walk for Water 2021,2021-06-30T00:00:00,150,0,Meryem alvi,54afd15b-5a5b-46db-9acf-7acf1b55a1e0,OriginalSize,NA,Size150x150Face,NA,5b12574b-f0b5-408a-abbc-743c1ae4e933,13829833,meryem,NA,NA,true,True,False,true,Active,"<p>I'm walking for water so others don't have to. I'm walking for the millions of women and children who walk distances every day to get the water they need for themselves and their families to survive. I'm walking to raise funds so we can make clean water normal for everyone, everywhere. Clean water is a human right that everyone, everywhere should enjoy. But around the world 1 in 10 people have no choice but to drink dirty water, often from remote sources, risking their health, their safety and their chances in life. With clean water, people have an equal chance to be healthy, educated and financially secure. Communities can thrive.</p>",NA,NA,Meryem ,0,0,0,0,0,NA,124 because I'm aiming to walk,124,I'm aiming to walk,NA,NA,NA,NA,NA,bd092236-03f5-4cbf-8ca1-f8486114a1ef,NA,NA,NA,Walk for Water 2021,https://www.justgiving.com/meryem,/meryem,United Kingdom,,Meryem ,//images.justgiving.com/image/2066675f-65a8-4b01-86e4-588490f41fb2.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,18.58542,Meryem alvi,2021-02-25T01:01:23,54697,6420578,2021-03-01T00:00:00,150,56780,5b12574b-f0b5-408a-abbc-743c1ae4e933,124,I'm aiming to walk,WaterAid,54697,288701,54697,Global poverty,NA,NA,NA,NA,NA,NA,1,2021-02-25T07:04:45Z
true,6420578,Walks,NA,"WaterAid is an international not-for-profit, determined to make clean water, decent toilets and good hygiene normal for everyone, everywhere within a generation. Only by tackling these three essentials in ways that last can people change their lives for good.",54697,https://images.justgiving.com/image/6d292797-812b-412a-bb93-ff29545607c5.png,https://images.justgiving.com/image/6d292797-812b-412a-bb93-ff29545607c5.png,WaterAid,http://www.justgiving.com/wateraid,288701 (England and Wales) and SC039479 (Scotland),0,69629827,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6420578,Walk for Water 2021,2021-06-30T00:00:00,300,70,Alesha Worthington,3b1326b5-7baf-455a-b009-bd58d5a70479,OriginalSize,NA,Size150x150Face,NA,4236e400-161b-4046-bdd2-8543afb3003a,13828057,alesha2021,NA,NA,true,True,False,true,Active,"<p>I'm walking for water so others don't have to. I'm walking for the millions of women and children who walk distances every day to get the water they need for themselves and their families to survive. I'm walking to raise funds so we can make clean water normal for everyone, everywhere. Clean water is a human right that everyone, everywhere should enjoy. But around the world 1 in 10 people have no choice but to drink dirty water, often from remote sources, risking their health, their safety and their chances in life. With clean water, people have an equal chance to be healthy, educated and financially secure. Communities can thrive.</p>",NA,NA,Alesha,12.50,0,70,23,0,NA,248 because I'm aiming to walk,248,I'm aiming to walk,NA,NA,NA,NA,NA,bd092236-03f5-4cbf-8ca1-f8486114a1ef,NA,NA,NA,Walk for Water 2021,https://www.justgiving.com/alesha2021,/alesha2021,United Kingdom,,Alesha,//images.justgiving.com/image/9a361240-bd7b-4af6-a15d-3a07520bf05a.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,18.58542,Alesha Worthington,2021-02-24T18:42:39,54697,6420578,2021-03-01T00:00:00,300,56780,4236e400-161b-4046-bdd2-8543afb3003a,248,I'm aiming to walk,WaterAid,54697,288701,54697,Global poverty,NA,NA,NA,NA,NA,NA,1,2021-02-25T07:04:45Z
true,6420578,Walks,NA,"WaterAid is an international not-for-profit, determined to make clean water, decent toilets and good hygiene normal for everyone, everywhere within a generation. Only by tackling these three essentials in ways that last can people change their lives for good.",54697,https://images.justgiving.com/image/6d292797-812b-412a-bb93-ff29545607c5.png,https://images.justgiving.com/image/6d292797-812b-412a-bb93-ff29545607c5.png,WaterAid,http://www.justgiving.com/wateraid,288701 (England and Wales) and SC039479 (Scotland),0,75313096,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6420578,Walk for Water 2021,2021-06-30T00:00:00,150,0,Dan Bates,7b69f984-c2e1-4961-b3f8-814105111ef7,OriginalSize,NA,Size150x150Face,NA,38a30611-ae41-44b5-9668-be6d344483da,13828907,dan-bates2021,NA,NA,true,True,False,true,Active,"<p>I'm walking for water so others don't have to. I'm walking for the millions of women and children who walk distances every day to get the water they need for themselves and their families to survive. I'm walking to raise funds so we can make clean water normal for everyone, everywhere. Clean water is a human right that everyone, everywhere should enjoy. But around the world 1 in 10 people have no choice but to drink dirty water, often from remote sources, risking their health, their safety and their chances in life. With clean water, people have an equal chance to be healthy, educated and financially secure. Communities can thrive.</p>",ffc1ef6f-d9fc-450b-99a4-f79fe236f840,swallow-charity-tx7k39,Dan Bates,0,0,0,0,0,NA,124 because I'm aiming to walk,124,I'm aiming to walk,NA,NA,NA,NA,NA,bd092236-03f5-4cbf-8ca1-f8486114a1ef,NA,NA,NA,Walk for Water 2021,https://www.justgiving.com/dan-bates2021,/dan-bates2021,United Kingdom,,Dan Bates,//images.justgiving.com/image/2066675f-65a8-4b01-86e4-588490f41fb2.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,18.58542,Dan Bates,2021-02-24T19:30:46,54697,6420578,2021-03-01T00:00:00,150,56780,38a30611-ae41-44b5-9668-be6d344483da,124,I'm aiming to walk,WaterAid,54697,288701,54697,Global poverty,NA,NA,NA,NA,NA,NA,1,2021-02-25T07:04:45Z
true,6420578,Walks,NA,"WaterAid is an international not-for-profit, determined to make clean water, decent toilets and good hygiene normal for everyone, everywhere within a generation. Only by tackling these three essentials in ways that last can people change their lives for good.",54697,https://images.justgiving.com/image/6d292797-812b-412a-bb93-ff29545607c5.png,https://images.justgiving.com/image/6d292797-812b-412a-bb93-ff29545607c5.png,WaterAid,http://www.justgiving.com/wateraid,288701 (England and Wales) and SC039479 (Scotland),0,75410385,GBP,£,www.justgiving.com,2021-03-01T00:00:00,6420578,Walk for Water 2021,2021-06-30T00:00:00,150,0,Malcolm Le,23edf0c6-8fff-4d3f-96eb-89d9db5e43ba,OriginalSize,NA,Size150x150Face,NA,bc8afbc2-a5a8-4f62-84b5-73ee877cc5bf,13825388,malcolm263,NA,NA,true,True,False,true,Active,"<p>I'm walking for water so others don't have to. I'm walking for the millions of women and children who walk distances every day to get the water they need for themselves and their families to survive. I'm walking to raise funds so we can make clean water normal for everyone, everywhere. Clean water is a human right that everyone, everywhere should enjoy. But around the world 1 in 10 people have no choice but to drink dirty water, often from remote sources, risking their health, their safety and their chances in life. With clean water, people have an equal chance to be healthy, educated and financially secure. Communities can thrive.</p>",NA,NA,Malcolm,0,0,0,0,0,NA,124 because I'm aiming to walk,124,I'm aiming to walk,NA,NA,NA,NA,NA,bd092236-03f5-4cbf-8ca1-f8486114a1ef,NA,NA,NA,Walk for Water 2021,https://www.justgiving.com/malcolm263,/malcolm263,Great Britain,,Malcolm,//images.justgiving.com/image/2066675f-65a8-4b01-86e4-588490f41fb2.jpg?template=size120x120&imagetype=frpphoto&trymigrate=true,Fundraiser,18.58542,Malcolm Le,2021-02-24T07:56:50,54697,6420578,2021-03-01T00:00:00,150,56780,bc8afbc2-a5a8-4f62-84b5-73ee877cc5bf,124,I'm aiming to walk,WaterAid,54697,288701,54697,Global poverty,NA,NA,NA,NA,NA,NA,1,2021-02-25T07:04:45Z
