regno,charity_name,legacy_income,voluntary_income,total_income,total_expenditure
292058,MILDMAY MISSION HOSPITAL,303000,796000,15698000,14120000
279756,THE DARTINGTON HALL TRUST,0,862000,15607000,16843000
312715,DULWICH COLLEGE PREPARATORY SCHOOL TRUST,24206,15116992,15606545,14942488
307332,BEDALES SCHOOL,0,38513,15604828,14685644
307854,BENENDEN SCHOOL (KENT) LIMITED,0,0,15604783,14158907
206504,THE INTERNATIONAL INSTITUTE FOR STRATEGIC STUDIES,0,5608688,15511156,12052059
306315,CANFORD SCHOOL LIMITED,0,274467,15477016,13445339
206219,THE ROYAL SOCIETY OF MEDICINE,180000,954000,15438000,14719000
1086829,DEAN CLOSE SCHOOL,0,42956,15379886,13617467
517149,OPPORTUNITY HOUSING TRUST,0,0,15362454,15672050
294832,WALSINGHAM,24000,32472,15362082,14891051
1105630,THE THOMAS DEACON ACADEMY,NA,NA,15338000,16563000
1118995,SCHOOL FOOD TRUST,0,0,15257000,14129000
1104723,TWO RIVERS HOUSING,0,0,15256000,19068000
1097482,CATHOLIC TRUST FOR ENGLAND AND WALES,0,12900936,15196599,14969220
1048066,HINXTON HALL LIMITED,0,1519000,15180000,15094000
211234,THE PAPWORTH TRUST,0,1582000,15173000,15141000
1063906,THE NORTHERN ROCK FOUNDATION,0,15000000,15173000,13443000
312028,KING EDWARD VI'S GRAMMAR SCHOOL (THE ROYAL GRAMMAR SCHOOL) GUILDFORD,0,255423,15136038,13883084
515943,THE PERCY HEDLEY FOUNDATION,53809,530533,15112028,15209315
1015324,SKILLSET SECTOR SKILLS COUNCIL,0,2588000,15106495,14684925
285627,OXFORD ARCHAEOLOGY LIMITED,0,0,15093093,16229199
1115638,DAUNTSEY'S SCHOOL,0,53126,15074105,13902740
1107691,EAST END HOMES LIMITED,0,0,15002000,12040000
1045672,EMERGE POVERTY FREE (WORLD EMERGENCY RELIEF),269747,14779193,14934493,14759356
309676,DRAGON SCHOOL TRUST LIMITED,0,495000,14892000,14282000
1076498,HURSTPIERPOINT COLLEGE LIMITED,0,59079,14864451,13868347
306153,AQUATERRA LEISURE,0,0,14821000,15142000
248887,THE ST ALBANS DIOCESAN BOARD OF FINANCE,0,10896259,14806903,14231646
227931,POOR SERVANTS OF THE MOTHER OF GOD,79843,1146916,14661283,12155755
527276,BISHOP GROSSETESTE UNIVERSITY COLLEGE LINCOLN,0,123063,14647438,13376295
248968,THE CHESTER DIOCESAN BOARD OF FINANCE,0,10503000,14538000,14068000
1120654,THE PERSE SCHOOL,100000,462000,14511000,11757000
1028260,NORTH EAST AUTISM SOCIETY,0,20296,14500681,13498253
1122527,WREN ACADEMY,NA,NA,14468991,4528139
1100277,RUGBY FOOTBALL FOUNDATION,0,14369821,14371594,14118110
297107,IFS SCHOOL OF FINANCE,0,0,14339000,14573000
313364,FIELD STUDIES COUNCIL,2000,1254785,14295162,13848991
800066,INTERNATIONAL INSTITUTE FOR ENVIRONMENT AND DEVELOPMENT,0,6326,14289650,19234074
1060078,UNITED JEWISH ISRAEL APPEAL,302000,13666000,14278000,16200000
230102,THE HENRY SMITH CHARITY,0,0,14264000,35421000
1076356,THE LEPROSY MISSION INTERNATIONAL,0,14173181,14258946,14179947
309678,HEADINGTON SCHOOL OXFORD LIMITED,0,82962,14249997,13318266
1068298,KEEPING KIDS COMPANY,150000,8092712,14232306,14167585
506120,LEICESTERSHIRE & RUTLAND ORGANISATION FOR THE RELIEF OF SUFFERING LIMITED,5556177,7709001,14229105,9381524
1112196,TEIGN HOUSING,0,0,14191737,13349869
1076456,ARDINGLY COLLEGE LIMITED,0,12839,14135372,13746459
1126980,THE KING'S FUND,6000,6000,14093913,17280583
1098294,TEACH FIRST,0,4994998,14039151,12608465
1109508,CATERHAM SCHOOL LIMITED,0,0,14037000,13438000
296694,EQUINOX CARE,0,275873,13966610,14058700
525775,"NATIONAL LIBRARY OF WALES",0,0,13927000,13410000
801395,THE NATIONAL CHILDBIRTH TRUST,0,747000,13897000,14374000
1015648,THE ANDREW LLOYD WEBBER FOUNDATION,0,624,13892064,306312
1121955,CONNEXIONS STAFFORDSHIRE LIMITED,0,0,13844891,13412199
249798,THE EXETER DIOCESAN BOARD OF FINANCE,313256,10782563,13839783,12703221
1098236,THE KING'S SCHOOL WORCESTER,0,164955,13829632,12916250
312677,"FOREST SCHOOL, ESSEX",0,79320,13801670,13669915
1076483,LANCING COLLEGE LIMITED,101003,213256,13698457,13255508
327354,THE NATIONAL COACHING FOUNDATION,0,6514076,13678421,12677947
1125485,THE MERCHANT TAYLORS' SCHOOLS CROSBY,185668,185668,13668987,13362832
1082947,CRISIS UK,436000,12252000,13638000,14675000
1120522,THE SOUTH STREET GREEN ROOM FOUNDATION,0,13623429,13623433,27961
1105500,GRESHAM'S SCHOOL,0,8982,13609411,13176596
214005,ENGLISH NATIONAL BALLET,0,7703420,13605716,13245640
1095322,ABSOLUTE RETURN FOR KIDS (ARK),0,10492000,13593000,12932000
1081898,REIGATE GRAMMAR SCHOOL,0,155328,13568009,13297492
251983,THE GUY'S & ST THOMAS' CHARITY AND OTHER RELATED CHARITIES,413000,2260000,13544000,21282000
1085760,THE BROOKE HOSPITAL FOR ANIMALS,5162155,13098733,13482706,13123806
311083,THE ARCHITECTURAL ASSOCIATION (INCORPORATED),1218017,1435563,13457910,12631423
212563,BARTS AND THE LONDON CHARITY AND RELATED CHARITIES,540000,2563000,13446000,10788000
235686,HEXHAM AND NEWCASTLE DIOCESAN TRUST (1947),831672,8805918,13429445,12624265
311057,THE INCORPORATED BISHOP'S STORTFORD COLLEGE ASSOCIATION,0,205871,13405922,13130310
290350,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH,0,0,13381000,13386000
511149,CHATSWORTH HOUSE TRUST,0,5035389,13377313,11549746
1081182,SPURGEONS,254000,840000,13373000,15958000
1060478,GREENSLEEVES HOMES TRUST,0,66673,13359059,12770371
1052679,IN KIND DIRECT,0,402720,13350064,13458337
1111423,BROMSGROVE DISTRICT HOUSING TRUST LIMITED,0,0,13309000,11848000
1101485,WELLINGBOROUGH SCHOOL,0,54998,13288344,13558465
244976,THE YORK DIOCESAN BOARD OF FINANCE LIMITED,0,10268000,13237000,12738000
227848,SOCIETY OF THE SACRED HEART,139051,11555079,13223501,2408332
527180,TRENT COLLEGE LIMITED,0,48747,13211631,14349878
701770,TRAINING 2000 LIMITED,0,0,13207613,12742073
526622,BURY GRAMMAR SCHOOLS CHARITY,4889,351000,13205000,12743000
1053142,EAST POTENTIAL,0,1553602,13195179,13195346
232759,THE BRITISH AND FOREIGN BIBLE SOCIETY,2564000,9185000,13195000,13118000
1070858,ST CATHERINE'S SCHOOL BRAMLEY,0,497503,13193643,11277240
1110286,NEW HALL SCHOOL TRUST,0,8368,13143480,12496059
515517,FOUNDATION,0,79000,13129000,13372000
274605,FARMLAND RESERVE UK LIMITED,0,2956000,13115000,8266000
1078394,TOWER HAMLETS COMMUNITY HOUSING LIMITED,0,0,13098000,10209000
802427,"THE KING'S SCHOOL, ELY",0,5379,13079549,12640014
291489,THE YOU TRUST,0,8134,13074767,12824823
210119,THE ROYAL STAR & GARTER HOMES,5731000,7536000,13056000,11156000
290544,INSTITUTE OF OUR LADY OF MERCY,48000,183264,13032370,17652125
1105056,MUSLIM HANDS,0,12967720,12981161,12394737
1119613,ST PAUL'S GIRLS' SCHOOL,0,1188000,12950000,11722000
312762,"ST HELEN'S SCHOOL, NORTHWOOD",0,34000,12927000,12407000
312745,THE FRANCIS HOLLAND (CHURCH OF ENGLAND) SCHOOLS TRUST,0,86096,12912031,11317421
294555,HESTIA HOUSING AND SUPPORT,0,109406,12908730,12578189
1094132,DJANOGLY LEARNING TRUST,NA,NA,12903000,13182000
292824,KCA(UK),0,0,12899000,12950000
259140,NORTHERN BALLET THEATRE LIMITED,0,10190024,12835442,5965236
1011102,FAUNA & FLORA INTERNATIONAL,140381,5832691,12811270,14153660
313013,THE MARINE SOCIETY AND SEA CADETS,91141,1739283,12791865,11886905
249276,WINCHESTER DIOCESAN BOARD OF FINANCE,0,10954000,12790000,12284000
229662,THE ORDER OF ST. AUGUSTINE OF THE MERCY OF JESUS,6000,132122,12786560,12183640
1120755,CXK LIMITED,0,0,12783157,15862974
1074516,WORTHING HOMES LIMITED,0,0,12777000,11627000
213280,ROYAL COLLEGE OF OBSTETRICIANS AND GYNAECOLOGISTS,10000,269360,12774205,10834224
264873,THE ULVERSCROFT FOUNDATION,0,104982,12761392,11981025
1061012,BIRMINGHAM ROYAL BALLET,40202,9749317,12753225,12601554
1114424,THE NEWCASTLE UPON TYNE ROYAL GRAMMAR SCHOOL,0,704386,12740583,11476350
1099506,MONEY ADVICE TRUST,0,0,12720594,10523340
1088030,KING EDWARD VI SCHOOL SOUTHAMPTON,0,158212,12711073,12136199
1001704,ENABLE CARE & HOME SUPPORT LIMITED,0,0,12696170,12502666
312819,THE ROYAL ACADEMY OF DRAMATIC ART,6306000,7078000,12695000,6486000
1127209,THE JOHN TOWNSEND TRUST,87605,485855,12674058,11940622
257318,SHEFFIELD THEATRES TRUST,0,6516195,12656203,9301247
1128090,THE OUTWARD BOUND TRUST,0,3447871,12632053,13500492
1093166,REPTON SCHOOL,0,0,12609554,12616027
240833,THE SALISBURY DIOCESAN BOARD OF FINANCE,0,10332000,12601000,10513000
1127049,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP,0,187500,12600834,11885974
1043985,THE UNIVERSAL CHURCH OF THE KINGDOM OF GOD,0,11498379,12598927,7572080
251051,QUEEN ELIZABETH'S FOUNDATION FOR DISABLED PEOPLE,1056000,1831000,12588000,12715000
310212,WELLS CATHEDRAL SCHOOL LIMITED,0,1397000,12586000,10971000
206002,EX-SERVICES MENTAL WELFARE SOCIETY,1169868,7113803,12545371,10406148
281242,PRIOR PARK EDUCATIONAL TRUST,0,55627,12522775,11900103
249424,MANCHESTER DIOCESAN BOARD OF FINANCE,0,10143000,12464000,13696000
255913,THE ROYAL SCHOOL FOR THE BLIND,153364,1114240,12440422,12317540
1076579,PETER HARRISON FOUNDATION,0,718500,12416831,3216325
1063740,MERCHANT TAYLORS SCHOOL,0,421712,12410021,11794494
1053937,PERFORMANCES BIRMINGHAM LIMITED,0,87000,12408000,11927000
249359,SOUTHWELL AND NOTTINGHAM DIOCESAN BOARD OF FINANCE,0,7004000,12405000,9525000
1123122,LONDON TRANSPORT MUSEUM LIMITED,0,6305000,12405000,11301000
273425,BOCHASANWASI SHRI AKSHAR PURUSHOTTAM SWAMINARAYAN SANSTHA,0,7687095,12401285,9199041
1091035,CHARTERED MANAGEMENT INSTITUTE,0,0,12376000,13681000
1076822,SAVE THE CHILDREN INTERNATIONAL,0,126882,12372859,9630354
1051681,AMNESTY INTERNATIONAL UK SECTION CHARITABLE TRUST,2571000,10424000,12357000,13266000
1049751,THE CHRISTIE CHARITABLE FUND,5127000,12084000,12333000,14989000
272465,CONCERN UNIVERSAL,0,920321,12316857,10499026
529113,THE FREE GRAMMAR SCHOOL OF KING CHARLES II AT BRADFORD,0,1000697,12291581,10603815
299509,THE NATIONAL GALLERY TRUST,0,4989316,12288235,6620402
1068204,MANCHESTER SPORT AND LEISURE TRUST,0,5656737,12253488,12137592
1062746,THE QUALITY ASSURANCE AGENCY FOR HIGHER EDUCATION,0,0,12246807,11892558
1080820,CARE PARTNERS TRUST,0,0,12243289,9882968
1109650,COLFE'S SCHOOL,0,135000,12238000,11963000
211235,ENHAM,10000,553973,12233942,12461918
1130254,THE LADY ELEANOR HOLLES SCHOOL,0,79148,12227216,11844777
210729,THE ROYAL UNITED KINGDOM BENEFICENT ASSOCIATION,1776000,2437000,12204000,10268000
206394,BATTERSEA DOGS' AND CATS' HOME,8574972,9500813,12167660,14846541
225910,JNF CHARITABLE TRUST,2487000,5068000,12157000,12337000
211645,ABF THE SOLDIERS' CHARITY,3481010,9018184,12144648,8962836
1046763,PERTHYN,0,0,12117857,12040529
312930,INCORPORATED FROEBEL EDUCATIONAL INSTITUTE,0,6000,12099579,9591384
1093902,THE CITY ACADEMY BRISTOL,NA,NA,12092000,12566000
1105922,FOLKESTONE ACADEMY,NA,NA,12089000,12851000
1110964,THE SECKFORD FOUNDATION,0,21199,12088801,12722027
249355,THE LINCOLN DIOCESAN TRUST AND BOARD OF FINANCE LTD,0,7764000,12088000,12827000
271907,RUSSELL SCHOOL TRUST,0,0,12086581,10746430
250569,THE PETERBOROUGH DIOCESAN BOARD OF FINANCE,212280,6152990,12086191,11619727
244067,THE CHARTERED INSTITUTE OF HOUSING,0,0,12086000,12470000
1120199,STOCKPORT GRAMMAR SCHOOL,0,10506904,12076509,11412346
1001586,UK SKILLS,0,0,12066527,13060531
700859,ACORNS CHILDREN'S HOSPICE TRUST,1150000,4808000,12048000,11211000
1089826,THE RETREAT YORK,65000,191454,12040825,9349376
1098520,GOODWIN DEVELOPMENT TRUST LIMITED,0,4254000,12036000,11932000
287779,THE SINGLE HOMELESS PROJECT,0,0,12032851,11496398
1093913,WORTH ABBEY,0,1044572,12014666,10539156
287232,THE SACRED HEARTS SISTERS 1983 CHARITABLE FUND,46400,2985849,11998261,10660936
312008,THE LONDON ORPHAN ASYLUM (REED'S SCHOOL),0,703948,11952847,11416337
1105069,OPEN SOCIETY FOUNDATION,0,11917294,11938651,12217731
1106852,INSPIRIT CARE LIMITED,0,0,11924000,14992000
1050146,THE PONY CLUB,160597,160597,11919540,11740713
249398,THE BATH AND WELLS DIOCESAN BOARD OF FINANCE,155000,9463000,11915000,13613000
1057611,THE ALDENHAM SCHOOL CHARITY,2000,73632,11906979,10500274
310493,IPSWICH SCHOOL,0,55323,11905295,11322012
1042125,BIRDLIFE INTERNATIONAL,98863,1582902,11897821,11386120
256789,ST. BARNABAS HOSPICES (SUSSEX) LTD,4228988,6956215,11896327,9044936
1120949,DAVENTRY & DISTRICT HOUSING LIMITED,0,25000,11869000,17027000
527552,SUNFIELD CHILDREN'S HOMES LIMITED,0,315230,11847426,11010008
206862,THE SOIL ASSOCIATION LIMITED,269210,1916315,11843072,12118897
293072,THE OXFORD CENTRE FOR  ISLAMIC STUDIES,0,10585756,11839874,2477886
311714,WYCLIFFE COLLEGE (INCORPORATED),0,98662,11832600,11153355
311073,ST EDMUND'S COLLEGE,0,56801,11828449,11186685
1121105,GROUNDWORK LONDON,0,0,11821456,11439769
311280,"KING EDWARD THE SIXTH GRAMMAR SCHOOL, NORWICH",0,215529,11783928,11542148
299081,AHMADIYYA MUSLIM ASSOCIATION UNITED KINGDOM,0,11778905,11779188,9325468
309148,KINGSWOOD SCHOOL,775000,845276,11754169,10651029
1104251,NOTTINGHAM HIGH SCHOOL,0,230126,11748339,11875649
1001390,THE TTE TECHNICAL TRAINING GROUP,0,0,11747442,14188368
210066,INTERNATIONAL FOUNDATION FOR AIDS TO NAVIGATION,0,0,11742831,9536100
309115,THE ABBEY SCHOOL,0,39696,11735680,11400367
243312,THE LANDMARK TRUST,487000,3190000,11734000,10189000
1037868,EDUCATION AND SERVICES FOR PEOPLE WITH AUTISM LIMITED,0,99876,11731336,10976443
1114748,THE SMILE TRAIN UK,0,11715415,11715599,12457375
1017706,GROUNDWORK NORTH EAST,0,771799,11709527,11092413
294354,MOTOR NEURONE DISEASE ASSOCIATION,3147639,10240704,11690093,13744417
242715,THE TRUST OF ST BENEDICT'S ABBEY EALING,6855,747852,11686787,11210441
309112,THE ORATORY SCHOOLS ASSOCIATION,0,0,11679859,11439473
1057185,MONKTON COMBE SCHOOL,0,670799,11662090,11658187
1034808,NCFE,0,0,11658196,9537674
262259,THEATRE ROYAL (NORWICH) TRUST LIMITED,0,298695,11642457,11586374
1064230,NIAB,0,774000,11626000,10788000
297877,BEN - MOTOR AND ALLIED TRADES BENEVOLENT FUND,42730,3976959,11596896,11151674
1070227,PRIORS COURT FOUNDATION,0,557518,11574117,11722257
1114383,ALBERT MEMORIAL COLLEGE,18096,18096,11549874,11551893
1125376,WOLDINGHAM SCHOOL,0,57000,11514123,11390662
294085,"ST. CLARE'S, OXFORD",0,1000,11510000,10522000
1062559,TEENAGE CANCER TRUST,0,7623405,11508088,12963862
1104425,BRISTOL GRAMMAR SCHOOL,0,789451,11498387,11459901
800529,OUTWARD HOUSING,0,300,11483871,11112376
312699,GODOLPHIN AND LATYMER SCHOOL,0,712345,11459875,10662915
1005541,THE PROSTATE CANCER CHARITY,653000,11271000,11441000,9072000
1098586,KIMBOLTON SCHOOL,0,22517,11434289,10435374
248245,GUILDFORD DIOCESAN BOARD OF FINANCE,2000,10017000,11402000,11364000
1092655,SEASHELL TRUST,41000,321000,11381000,10559000
517954,NOTTINGHAM REGIONAL SOCIETY FOR ADULTS AND CHILDREN WITH AUTISM,0,185394,11367537,11738242
249339,THE ROCHESTER DIOCESAN SOCIETY AND BOARD OF FINANCE,0,9904722,11366246,11567122
247647,THE BLACKBURN DIOCESAN BOARD OF FINANCE LIMITED,0,8790000,11356000,10240000
1077017,CHEADLE HULME SCHOOL,0,51000,11347000,10337000
206807,FAIRBRIDGE,113216,3730804,11343397,11463013
1103346,WOODARD SCHOOLS TAUNTON LIMITED,0,466431,11343198,10823737
1088438,BEXLEY BUSINESS ACADEMY LIMITED,NA,NA,11322208,13010367
1038483,SISTERS OF THE CROSS AND PASSION,135000,3037000,11321620,12982776
1120644,ROYAL GRAMMAR SCHOOL WORCESTER,0,0,11315000,10634000
209642,ANIMAL HEALTH TRUST,1708747,2741935,11310370,11782873
1086162,THE SANDWELL COMMUNITY CARING TRUST,0,0,11308790,10688884
269177,ST PETER'S HOSPICE,1695000,2988000,11293000,11667000
1079552,COLSTON'S COLLEGIATE SCHOOL,3703298,3880475,11287203,7860188
1018517,COMMUNITY LINKS TRUST LIMITED,0,0,11286661,10243420
700599,MACMILLAN ACADEMY,NA,NA,11265000,11361000
1059195,THE SALISBURY DIOCESAN BOARD OF EDUCATION,0,0,11263464,11650320
1093653,HERTSMERE LEISURE,0,0,11260851,11169610
291834,UNITED TALMUDICAL ASSOCIATES LTD,0,11250154,11250269,10934791
1102927,PAUL HAMLYN FOUNDATION,252000,252000,11239000,23396000
1059247,CHRIST EMBASSY,0,10549463,11190000,6910000
266220,THE THALIDOMIDE TRUST,0,7408041,11173358,12102370
1127633,BRITAIN YEARLY MEETING OF THE RELIGIOUS SOCIETY OF FRIENDS (QUAKERS),3971000,6939000,11155000,8592000
1133094,THE UNIVERSITY OF CHESTER CHURCH OF ENGLAND ACADEMY ELLESMERE PORT,NA,NA,11151097,11367807
1112540,ENGLAND AND WALES CRICKET TRUST,0,10933587,11150928,12646814
298405,CHILDREN WITH CANCER UK,611212,10346906,11144520,7762276
290286,ST MARY'S SCHOOL ASCOT,0,226800,11131900,9907900
1071997,"KING'S SCHOOL, BRUTON",0,116906,11129469,10444643
1079020,SOUTHAMPTON ROW TRUST LIMITED,0,10853000,11118000,7862000
299758,BREAST CANCER CAMPAIGN,404448,2906500,11117279,12582589
1017658,BREAST CANCER CARE,0,6591000,11093000,12681000
1068532,BANCROFT'S SCHOOL,0,225600,11066593,10563208
276784,THE ROYAL MASONIC SCHOOL FOR GIRLS,0,0,11055943,10924917
1080672,SEDBERGH SCHOOL,0,601812,11046545,9911170
1092932,ST ALBANS SCHOOL,0,134811,11036018,10416823
1091226,KIRKLEES ACTIVE LEISURE,0,0,11030145,10833796
311065,ST ALBANS HIGH SCHOOL FOR GIRLS,0,0,11018589,9790753
1078461,KINGSTON GRAMMAR SCHOOL,99240,281000,11018000,10101000
1061582,CRANSTOUN,0,13000,11015000,11078000
1007878,WIRRAL AUTISTIC SOCIETY,130000,632619,11002331,10412499
1031602,WESTMINSTER DRUG PROJECT,0,0,10952780,10274495
1043886,THE FAIRTRADE FOUNDATION,0,2450000,10933000,11386000
208745,DERWEN COLLEGE,6393,185606,10924041,10344064
307063,ROEDEAN SCHOOL,0,37157,10915363,10626345
1091759,BARNET CITY ACADEMY,NA,NA,10898567,11666934
307335,ST SWITHUN'S SCHOOL (WINCHESTER),0,442948,10897873,9326909
1127397,THE JOHN BOOTH CHARITABLE FOUNDATION,0,10743730,10866934,873800
307427,SHERBORNE SCHOOL FOR GIRLS,0,0,10861756,10587061
306975,CHRIST'S HOSPITAL FOUNDATION,722877,1861790,10831024,19508935
1094171,THE WEST LONDON ACADEMY,NA,NA,10822841,11560398
249318,THE NORWICH DIOCESAN BOARD OF FINANCE LIMITED,8000,8201000,10799000,10912000
1017247,POSITIVE STEPS OLDHAM,0,0,10786027,10405490
1029161,CAMFED INTERNATIONAL,0,10691533,10782227,10435601
1118542,THE FEDERATION OF MUSIC SERVICES,0,13000,10779163,9530641
510809,LEICESTER GRAMMAR SCHOOL TRUST,0,38033,10772306,11053572
1104833,COSMOPOLITAN STUDENT HOMES LIMITED,0,0,10749853,10305357
1091222,PLYMOUTH MARINE LABORATORY,0,0,10742237,10508743
1103623,NORTH LIVERPOOL ACADEMY LIMITED,NA,NA,10728000,10532000
1050537,CHARITIES ADMINISTERED IN CONNECTION WITH THE ROYAL MARSDEN HOSPITAL NHS TRUST,6658000,9071000,10685000,5600000
229642,THE BRITISH PSYCHOLOGICAL SOCIETY,0,0,10670000,9833000
1113016,THE PARGITER TRUST,0,10667518,10667706,7627
514829,MENTAL HEALTH MATTERS,0,43853,10646216,10312170
1081249,BLUNDELL'S SCHOOL,0,73000,10623000,10458000
1044658,GUILD CARE,128444,191767,10618378,10619534
200051,ESMEE FAIRBAIRN FOUNDATION,0,0,10606000,32027000
803497,PROSPECT EDUCATION (TECHNOLOGY) TRUST LIMITED,NA,NA,10596142,10154040
306576,TRURO SCHOOL,0,23000,10579000,10101000
274403,BROADWAY HOMELESSNESS AND SUPPORT,0,306232,10573644,10711561
1127431,THE NATIONAL SKILLS ACADEMY FOR SPORT AND ACTIVE LEISURE,0,1328055,10564143,9970493
1026475,DEVON AND CORNWALL AUTISTIC COMMUNITY TRUST,0,153207,10558873,9771126
238045,LONDON PHILHARMONIC ORCHESTRA LIMITED,0,4149633,10557977,10100460
313219,THE CERTIFIED ACCOUNTANTS EDUCATIONAL TRUST,0,4575000,10553000,10556000
269433,THE VERNON EDUCATIONAL TRUST LIMITED,0,20017,10545601,9208857
306214,CLAYESMORE SCHOOL,0,0,10527000,9940322
1010187,SOUTHSIDE PARTNERSHIP,0,0,10486107,10587366
230538,THE ROYAL LIVERPOOL PHILHARMONIC SOCIETY,119000,4777000,10482000,10506000
